rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0085,Data from AI Services
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-16,Knowledge Access Control - Need to Know
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-17,Output Modification and Special Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-18,Agent Access Restriction
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-05,Least Privilege
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-15,Authorization Mechanisms
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-05,Least Privilege
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-15,Authorization Mechanisms
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-284,Improper Access Control
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-862,Missing Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-863,Incorrect Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-915,Improperly Controlled Modification of Dynamically-Determined Object Attributes
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-3,Access Enforcement
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-6,Least Privilege
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-api,OWASP API Security Top 10,2023,addresses risk,tight,API1,Broken Object Level Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-api,OWASP API Security Top 10,2023,addresses risk,tight,API3,Broken Object Property Level Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-api,OWASP API Security Top 10,2023,addresses risk,tight,API5,Broken Function Level Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V8,Authorization
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,broad,mass-assignment,Mass Assignment Cheat Sheet
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,authorization,Authorization Cheat Sheet
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C1,Implement Access Control
secazn,Least-privilege authorization,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-authorization.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,tight,A01,Broken Access Control
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,CEK-03,Data Protection
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-04,Encryption Algorithm
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,CEK-03,Data Protection
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-04,Encryption Algorithm
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-311,Missing Encryption of Sensitive Data
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-295,Improper Certificate Validation
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-327,Use of a Broken or Risky Cryptographic Algorithm
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.8,Privacy
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SC-8,Transmission Confidentiality and Integrity
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SC-28,Protection of Information at Rest
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-13,Cryptographic Protection
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,broad,V12,Secure Communication
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V11,Cryptography
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,cryptographic-storage,Cryptographic Storage Cheat Sheet
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,transport-layer-security,Transport Layer Security Cheat Sheet
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C2,Use Cryptography to Protect Data
seccry,Sound cryptography,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-cryptography.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,tight,A04,Cryptographic Failures
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0018.002,Embed Malware
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0111,AI Supply Chain Reputation Inflation
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0112.001,AI Artifacts
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0010.001,AI Software
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0010.003,Model
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0010.005,AI Agent Tool
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0011.000,Unsafe AI Artifacts
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0011.001,Malicious Package
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0011.002,Poisoned AI Agent Tool
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0104,Publish Poisoned AI Agent Tool
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0109,AI Supply Chain Rug Pull
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,MDS-12,Open Model Risk Assessment
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,TVM-06,External Library Vulnerabilities
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,UEM-02,Application and Service Approval
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,MDS-02,Model Artifact Scanning
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,MDS-09,Model Signing/Ownership Verification
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,STA-01,Supply Chain Risk Management Policies and Procedures
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,STA-08,Supply Chain Inventory
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,STA-09,Service Bill of Material (BOM)
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,STA-10,Supply Chain Risk Management
secsup,"Trusted, pinned dependency provenance",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-dependency-provenance.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,TVM-06,External Library Vulnerabilities
